poiID;title;text;
2;Opening Parliament House;Enjoyed a guided tour during Seniors Week. A small group of 25 was able to view both Houses and see and hear behind the scenes of government. Our exceptional guide Michael, was amazing with his historical presentation. A wealth of knowledge of W A history. With a lovely morning tea it was certainly a morning to remember
2;Excelkent;I was the only person on the free 10.30am tour and it was excellent. Sarah, the guide, was extremely knowledgeable both about the building and its history, but also the legislative process. I would recommend the tour highly to anyone who has an enquiring mind about how and why laws are enacted. I even got to sit in the Speaker’s chair in the lower house. Great views over the city too, from in front of the Parliament building.
2;Difficult to be open to the public and secure at the same time;Despite the free tours on Mondays, Thursdays and Fridays, Parliament House does not really feel welcoming. I understand the dilemma between being open to the public (who you claim to represent) and closed and suspicious for reasons of security. When I approached the building on foot with a small backpack, the guards were immediately alert. I liked the modern (eastern) part more than the 1904 section, because the former has more glass in its facade and looks more transparent, while the older secion feels more closed and designed to impress the visitor. Still not bad considering the time when it was built.
2;Limited parking and not always open;We visited on a Wednesday and was disappointed as tours are not held every day. Parking was expensive and behind the building. There was visitor parking at front and side of building however we were told that this was not for the public and parking inspectors were very active. We did not go back at we felt it was not worth the effort a second time!
2;Good visit;Good free tour of the WA Parliament, friendly and knowledgeable tour guide. Went on a day that parliament was sitting had a good view from the public gallery
2;A Perth Icon;This parliament house has some interesting history. It's best going with a local to get the low down.
2;Nice place for a stroll;Look, its a nice place to go for a walk or something if your into that kind of thing. I MIGHT do it again in a month.
3;Excellent library;It is good library for those who would like to explore in-depth research in law, health, politic and others. I feel the librarian also helpful. We could bring our children and put them in children section so they could enjoy kids event. It has easy access in the city and free events as long as you register first. You could apply membership for borrowing some books and DVDs and the card will be sent to your address. Recommended.
3;Well presented exhibits with interactive displays for kids.;Well presented exhibits with interactive displays for kids. Suitable for all ages and abilities. Inrecomment starting from the 3rd floor and working your way down. The bottom level is a lot of indigenous paintings and history.
3;Treasure house of knowledge;The State Library of Western Australia (SLWA) is a treaure house of knowledge. Many books relate to WA. It is a fine place to read and research. The Battye Library is WA's best source for local history.
3;Repository of knowledge;No other institution can match the State Library of Western Australia (SLWA) as a repository of knowledge about Australia's western third. It has an excellent collection, based mainly on material to do with WA. The Battye Library has a comprehensive collection of material to do with WA local history. The Library is a comfortable place to read and research.
3;Beautiful Facility;If you are looking for novels to read, don't go to the state library of WA. They cater more to educational reading and research books. They have a massive library, so whatever you are studying I'm sure they have an abundance of reading material for you.
3;Treasure-trove for curious visitors;For anyone wanting to find out about Western Australia, the State Library of Western Australia (SLWA) is a good starting point. For local history, the Battye Library is a resource that cannot be surpassed. The SLWA has many books about WA which are not duplicated elsewhere, The library often has interesting exhibitions. By the way, you can't get a library card if you are not a resident of WA. The history of WA is quite fascinating, full of booms and busts.
3;Make sure you have an acceptable mask before entering;Nice building with good services and extensive collections. But............no entry without and approved mask Home-made masks not permitted, bandanas not permitted. Have visited numerous other venues...including the nearby WA Museum over the last couple of days with no issue. But SLWA was adament that the home-made mask was unacceptable. However, they DID provide a free acceptable mask to allow entry. So not all bad
3;Bookworm haven;Cool, spacious, helpful staff and interesting exhibitions to visit at various times of the year. 2 gallery spaces
3;Bringing literacy to Western Australia;The State Library of Wesern Australia (SLWA) is a research, reference and lending library. You must have a SLWA membership ticket, which is limited to residents of WA, to borrow books. The computers can be ued by visitors. The library is very comfortable, far better than the old one. The Battye Library specialises in WA history, it is a boon for people reserching WA history. The SLWA is in Northbridge, it's easy to find.
3;Lovely, modern structure library;This library is well worth a visit, even if only to get a coffee. It has plenty of seating areas, and reading areas, lifts for those that can't climb stairs and helpful staff.
4;Little Chinatown in Perth;Wanted to see and experience the influence of early and current Chinese migrants in Perth. But there was little to be see albeit many Chinese and Asian eateries.
4;Never again!;Went out to a club to enjoy a band, but seriously felt fearful. Streets were full of underaged, indigenous, drunks, drugged, angry people. We were threatened as we walked through Yagan Square to Rosies by 4 indigenous drunk angry females. Perth Underground railway was just as bad. Sad to see Northbridge taken over by violence.
4;Lovely but can be dangerous & unpredictable;Although Northbridge is where you'll find some great cafes & restaurants, excellent street art, galleries and our state museum and library it isn't the safest place to venture. During the day it may well be family friendly however it isn't without its troubles and when the sun goes down I wouldn't recommend staying around in this area. A lot of potential but it's very unpredictable and can become quite dangerous at times, especially at night.
4;Not Worth A Second Visit;Brief walk around Northbridge & nothing to write home about, just a mix of cafe's restaurants & nightclubs. Caught the Blackcat free Blue Route Bus & personally Northbridge appears to attract the younger crowd.
4;A suburb unto itself;Northbrige is north of the Perth Railway Station, over the bridge, Northbridge was declared a suburb unto itself in the 1980s. Yagan Square is just to the south. Northbridge is Perth's main nightlife area. It has the reputation for being a bit seedy, especially after midnight, but there is usually a strong police presence. Bars and 'hole-in-the-wall' ethiic eateries are everywhere. I took an out-of-town visitor who only eats hamburgers to Northbridge and we had a good time. If someone starts acting in a peculiar manner, make yourself scarce.
4;Chinatown;Northbridge is so much better than it used to be. Don't get me wrong, as with all entertainment districts, it gets seedy after midnight especially for drink or drug related behaviour. The Piazza, great bars and restaurants are definitely the draw card for me. But, my favourite is still Chinatown nearest Roe St where you can get a great inexpensive Asian meal and BYO drinks. We generally come here as a first port of call for our meals or jaunts into the city.
4;Okay;Northbridge has some nice places to go to for mainly younger people, with many nightclubs, but there also some nice restaurants there. However, it tends to be looked at as more of a 'grubby' place in Perth.
4;The old part.;Just beyond the very modern Jagan Square is the older area of Northbridge. Apart from being the Art Centre of the city Northbridge has some classic colonial style buildings and some great shops. It also has some excellent bars and eateries as well as the iconic Paradiso cinema
4;Interesting Area;This is an interesting place to visit especially during Fringe Festival. Lots of restaurants and nightclubs. During Fringe it has A number of Fringe venues.
4;Not for Everyone;Northbridge is not for everyone. It is actually a great place full of well priced restaurants bars and other forms of entertainment. Locals scowl about going in because it's not safe but this is an overstatement. Yes... It can be dodgy at night, especially during the early hours of the morning (after midnight) but it has a fantastic vibe when will the club's and crowds get going. By day, its safe as, apart from some homeless that hang around but they usually keep to themselves apart from some loud banter.
4;Tacky and noisy;Nothing to commend this area of Perth apart from backpackers, cheap horrible food, lousy coffee and run down street scape. If you are down on your luck you will find cheap accommodation and something to eat which is also cheap...if you can stomach it.
5;Little Chinatown in Perth;Wanted to see and experience the influence of early and current Chinese migrants in Perth. But there was little to be see albeit many Chinese and Asian eateries.
5;Never again!;Went out to a club to enjoy a band, but seriously felt fearful. Streets were full of underaged, indigenous, drunks, drugged, angry people. We were threatened as we walked through Yagan Square to Rosies by 4 indigenous drunk angry females. Perth Underground railway was just as bad. Sad to see Northbridge taken over by violence.
5;Lovely but can be dangerous & unpredictable;Although Northbridge is where you'll find some great cafes & restaurants, excellent street art, galleries and our state museum and library it isn't the safest place to venture. During the day it may well be family friendly however it isn't without its troubles and when the sun goes down I wouldn't recommend staying around in this area. A lot of potential but it's very unpredictable and can become quite dangerous at times, especially at night.
5;Not Worth A Second Visit;Brief walk around Northbridge & nothing to write home about, just a mix of cafe's restaurants & nightclubs. Caught the Blackcat free Blue Route Bus & personally Northbridge appears to attract the younger crowd.
5;A suburb unto itself;Northbrige is north of the Perth Railway Station, over the bridge, Northbridge was declared a suburb unto itself in the 1980s. Yagan Square is just to the south. Northbridge is Perth's main nightlife area. It has the reputation for being a bit seedy, especially after midnight, but there is usually a strong police presence. Bars and 'hole-in-the-wall' ethiic eateries are everywhere. I took an out-of-town visitor who only eats hamburgers to Northbridge and we had a good time. If someone starts acting in a peculiar manner, make yourself scarce.
5;Chinatown;Northbridge is so much better than it used to be. Don't get me wrong, as with all entertainment districts, it gets seedy after midnight especially for drink or drug related behaviour. The Piazza, great bars and restaurants are definitely the draw card for me. But, my favourite is still Chinatown nearest Roe St where you can get a great inexpensive Asian meal and BYO drinks. We generally come here as a first port of call for our meals or jaunts into the city.
5;Okay;Northbridge has some nice places to go to for mainly younger people, with many nightclubs, but there also some nice restaurants there. However, it tends to be looked at as more of a 'grubby' place in Perth.
5;The old part.;Just beyond the very modern Jagan Square is the older area of Northbridge. Apart from being the Art Centre of the city Northbridge has some classic colonial style buildings and some great shops. It also has some excellent bars and eateries as well as the iconic Paradiso cinema
5;Interesting Area;This is an interesting place to visit especially during Fringe Festival. Lots of restaurants and nightclubs. During Fringe it has A number of Fringe venues.
5;Not for Everyone;Northbridge is not for everyone. It is actually a great place full of well priced restaurants bars and other forms of entertainment. Locals scowl about going in because it's not safe but this is an overstatement. Yes... It can be dodgy at night, especially during the early hours of the morning (after midnight) but it has a fantastic vibe when will the club's and crowds get going. By day, its safe as, apart from some homeless that hang around but they usually keep to themselves apart from some loud banter.
5;Tacky and noisy;Nothing to commend this area of Perth apart from backpackers, cheap horrible food, lousy coffee and run down street scape. If you are down on your luck you will find cheap accommodation and something to eat which is also cheap...if you can stomach it.
6;Supreme Court gardens;Once again another beautiful garden in Perth. Not too sure what it is but the grass is very green in Perth. The flowers are stunning.
6;Tranquil and serene;Going here was a shame as the whole gardens were blocked as they were under construction from January to February so we couldn't see anything happening inside.
6;Just Beautiful;These beautiful gardens never disappoint, they are well kept, you have large ponds with birdlife, great place to have your wedding
6;Gardens surround WA's highest court;The Supreme Court Gardens surround the Supreme Court, the highest court in the State of Western Australia. The Gardens are meticulously maintained by the gardeners. who spare no effort in keeping the gardens' flowers and lawn beautiful. Anyone can enter the Supreme Court Gardens, city workers can often be seen having an impromptu picnic at lunchtime. Entry is free.
6;City Oasis;Lovely park area in the city, this was the first time that we had visited since the 1980's and many changes were evident, improved access to and around the area. Well maintained with an expansive lawned area, seating, walk tracks, trees and other flora, monuments, etc. Reading a history of the gardens later, I found it difficult to imagine that they were much smaller in area when established in 1845 and that an area of the Swan foreshore had been reclaimed in 1903 giving us he expanse of gardens and other adjacent facilities that we take for granted.
6;It's where I work;This is not so much a review as a comment to correct some misinformation I noted from looking at some of the reviews, particularly with respect to the location of the Supreme Court Gardens, and Stirling Gardens. The Supreme Court building sits in the middle of the Supreme Court Gardens (to the South of the Court and riverside) and Stirling Gardens which is to the north of the Court. Stirling Gardens are in fact on the corner of Barrack Street and St George's Terrace (NOT Adelaide Terrace as some say and as appears in the above description. I don't know how that gets corrected). Supreme Court Gardens are bounded by Barrack Street, Riverside Drive and Governors Avenue. Don't go looking for Adelaide Terrace as it is some distance down the road to the east of Barrack Street.  If you visit either garden it is just a short walk to the other. Cross Barrack Street and you are in the Elizabeth Quay precinct, and to the south of the gardens is Barrack Square where you will also find the Bell Tower. There are a number of places to eat at Barrack Square and Elizabeth Quay. On a fine day both gardens are worth visiting, and it is nice to just sit a while and enjoy the peaceful surroundings. I love the massive Moreton Bay Fig trees in both gardens. There is an enormous specimen near the Perth City Council building in Stirling Gardens and several other large trees down Barrack Street and behind the Court in the Supreme Court Gardens.
6;Manicured gardens in the heart of Perth;
6;Relax to the max;The Supreme Court is the highest court in the State of Western Australia. These days, security is tight and it is not easy to enter the court room. The gardens, however, are free for anyone to enter, and city workers can often be seen eating their sandwiches there at lunchtime. The Gardens are beautifully maintained in classic style. They can be found at the corner of Barrack St and Adelaide Terrace. There is also a statue of renowned explorer Alexander Forrest at the corner.
6;Supreme location;The Supreme Court Gardens adjoins the Supreme Court of Western Austrrlia. The Supreme Court of WA is the highest court in the State. You can see the Supreme Court from outside, in these days of security consciousness, you may have to go through an inspection process if you wish to enter the court. The Supreme Court Gardens are quite beautiful, it's a favourite place for city workers to eat tehir sandwches and get some sun.
6;Scenic gardens in the heart of Perth;This is an amazing reserve which was created into a garden area over 100 years ago. It used to be part of the Swan River shallows but was reclaimed in early 1900s into a grass land with trees later planted upon in in the early 1920s. This is situated in the CBD with the Supreme Court taking the centrestage for use. This is still a functioning court.
6;Under construction, couldn't see much.;Going here was a shame as the whole gardens were blocked as they were under construction from January to February so we couldn't see anything happening inside.
6;Relaxing;Once again another beautiful
6;A nice spot for a rest;Lovely gardens right in the heart of Perth city. The famous kangaroo 🦘 statues face the street. Very peaceful place. I loved the variety of trees.
7;Gardens & Sculptures;Located adjacent the Supreme Court Gardens, these gardens date to 1830 when botanist James Drummond used the area to propagate seed specimens. It was declared a botanical garden in 1845. Also a lovely area, well maintained, great flora specimens, the majestic Moreton Bay Fig, water features and the sculptures.
7;Green garden among the grey;Stirling Gardens is at the intersection of St George's Terrace and Barrack Street, to the west of Government House. It's probably the best-known corner in Perth. Stirling Gardens contains a number of monuments. the most impresssive is the statue of Alexander Forrest (1849-1901). With his brother (Lord) John Forest he explored much of Western Australia's remote regions, in particular the Kimberley in the State's Far North. He was a member of the WA Parliament and twice Lord Mayor of Perth. As Perth has grown, its history has often been overwhelmed by office towers. This park is a piece of Peth that has been preserved.
7;An explorer of great achievments;Alexander Forrest CMG (1849-1901) was,along with his brother (Lord) John Forrest, one of the last great explorers of inland Australia. His party, taking five months, travelled oveland from Perth to Adelaide. His greatest achievemt, among many, was to open the Kimberley to setrtlment. He was later Member of the Legislative Council (MLC) and Member of the Legislative Assembley (MLA) for the Kimberley in the Parliament of Western Australia. He was also Lord Mayor of Perth on two occasions. Alexaner Forrest's statue is at the corner of St Georges Tce and Barrack St, near the entrance to Stirling Gardens Famously, he is shown holding a sextant, which is on occasion stolen and replaced wih a bottle of beer, a sorry fate for a giant among men.
7;A Small Patch Of Green On Barrack Street And St George's Terrace;Stirling Gardens sits on the edge of the C.B.D at the corner of St George's Terrace and Barrack Street and provide a welcome patch of green and open space that becomes Government House and the area of the Supreme Court and the associated gardens.Neat and good gardens and worthy of a stroll through.
7;A lovely little garden.;There's nothing like a small piece of green in the midst of tall buildings in the city. This is a quiet little garden with some flowers, a small pond and it serves as a picnic spot for locals.
7;Nice Breathing Space;Right smack dab in town proper the Stirling Gardens run into the Supreme Court gardens & area. Really good public space & some nice & different tree species ! God for a relaxing stroll and used heavily during the lunch period.
7;Nice Gardens;Really nice kept gardens and was really pleasant walking through it. The gardens are very peaceful and has water areas for drinks. I love the cast Kangaroos to the front of the Gardens along Adelaide Terracae.
7;Nice BBQ facilities;Hard to believe this used to be a rubbish tip. Nice location for a picnic with free barbecues available. There are also some tables and benches. Exiting the carpark and turning right is inconvenient - necessary to enter the council carpark across the road and do a u-turn.
7;Bijou gardens a symbol of Perth;Stirling Gardens are on the corner of St George's Terrace and Barrack Street. Out the front is a statue of Alexander Forrest, brother of the first Premier of Western Australia, Sir John Forrest. Alexander Forrest was an explorer The gardens are beautifully kept, and can be confused with the adjoining Supreme Court Gardens to the south. It's a favorite place for city workers to get some rays and eat their lunch. The gardens are named after Capt James Stirling, first governor of the Swan River Colony.
7;Small but worth a visit;This is only a small garden and part of it was being renovated when we visited but it is a lovely space with some life size kangaroo statues.
7;Quills;Small park close to the Supreme court gardens. It has paths that lead from the street towards the courts. Nice park like most of the ones in Perth. This one has a sculpture of quills on Barrack Street side of the park. It is just down the road from the bell tower.
8;Beautiful Gardens;Beautiful gardens and park.... lots of ducks and a statue of Peter Pan..... one of only 4 from the mould (the original is in London). Could probably do with a coffee shop or similar which will mean your can stay there longer!
8;Tranquil Setting;A beautiful tranquil garden filled with birdsong. Occasionally the peace is broken by the Kookaburra or the noisy Corellas. In the centre is a collection of ponds which are filled with wildfowl. Plenty of benches and reasonable clean toilets. Easy to get to as on the Red Cat bus route.
8;Very neat and tidy gardens;A very nice, extremely manicured garden. The ponds are beautiful. You can tell that a lot of care goes into maintaining these gardens.
8;OUR FIRST VISIT;Cant believe that we have been here since 1981 and this is the first time we have been to this lovely park area. Well worth a trip
8;A lovely quiet park;Although much smaller than I expected, it was still a tranquil park and made for a lovely 45 minute stroll. Even at 8:30-9am the park was still very quiet, with only a couple of other people around. Would definitely be good for picnics as there's lots of grass and benches to watch the ducks from. The park is easily accessible from the CBD via the Red CAT bus, which drops you off at the front gates.
8;Children love Peter Pan statue;Queens Gardens is full of lakes. This area was once full of claypits, which made the bricks that built Perth in the colonial days. Queens Park is beloved of generations of Perth children for the statue of Peter Pan, an exact replica of the Peter Pan statue in Kensington Gardens in London. If you look carefully at the statue, you can see fairies, lizards and many other marvelous creatures. Queens Park is a refuge from Perth's ever-increasing traffic. it's well worth a visit.
8;A quiet, secluded park in the city;A quiet, secluded park in the city where you can admire the swans, ducks, the lake and large trees. Very relaxing and chill area. It is also very tidy and clearly very well maintained. Would visit again!
8;From claypit to gardens;Our first visit to Queens Gardens and very impressed with the expanses of lawn, water features, assorted flora, birdlife and the Peter Pan statue. Heavy rain overnight resulted in much of the lower lawn levels being either waterlogged or under water but didn't detract from the serenity of the area. An oasis among the concrete jungle that surrounds.
8;Kings park is better;Perth has many wonderful parks. This is another one. It is a little bit hidden away, which makes it a go to place during the busier tourist season for me. But during quieter times I prefer kings park
8;Hidden gem;A lovely and very well maintained garden tucked away in Perth amongst them city. If you need to get out of the office and enjoy the serenity then this is a nice place to walk and relax.
8;Every garden has it's history and this is no exception;Any walk through a city should include visiting the gardens, especially those that have been established for a long time. This one is spacious with winding paths and there is the seat made famous in the movie Notting Hill. A Peter Pan statue overlooks a lovely lake and when we were, there black swans and cygnets were enjoying the sunshine.
8;Hidden away;Being so close to work, I either pass by or stop for a break regularly. This is a small but attractive park with lots of wildlife. It has a lake and lots of grassed area where you can just lay back and enjoy the tranquillity. It is situated next to the WACA and the CAT bus stops right next door to the park so it is easy to access by free transportation. As it is also in East Perth its an easy walk to the Casino via the causeway.  This is hidden away and not easy to spot if you didn't know it was there. It's also next door to the Gloucester Park trotting ground. Worth a visit.
8;Best known for Peter Pan;Queens Gardens are best known for the statue of Peter Pan, taken from J M Barrie's classic story. Generations of Perth children have examined the Peter Pan statue closely, trying to find the fairies.. There's also the Notting Hill bench, supposedly derived from the film. Queens Gardens has lots of ponds -- that's because the area was a brickwoks with claypits from 1860 to 1890. Many of Perth's heritage buidlings, including the Town Hall, were constructed with bricks from Queens Gardens. The Gardens are in the East of the city, it's a good place for morning tea.
8;Relaxing park to sit in.;This park, along with all the parks in Perth, is very well maintained. Lots of chairs to sit on and beautiful shady trees to sit under. Bring a rug, baguette and some cheese and a book.
9;Here for Fringe - grab a show;Here for Fringe - grab a show Le Aerial GO SEE IT next best thing to Cirque du Soleil All credit to the artists of this magnificent show
9;PARK BETWEEN James Street .;I'f you know Perth... you would understand that this park is not a safe place to be at night . please be cautious. beautiful trees and over 150 years of history
9;;Great parks for events I visited during the Fringe Festival where there were many stalls for food and entertainment wouldn't recommend for children but when there's an event on can't be beat
9;;Great little park in North Bridge. Very peaceful with a kids playground
9;;I didn't measure the angles but I tend to take squares at face value nowadays. I mean, why would they be lying about 90 degree corners and parallel sides? Too much hassle otherwise, not to mention risky, claiming square heritage and whatnot without it being fully traceable
9;;Beautiful, peaceful and quiet park. Very well maintain. (2022-09)
9;;Went to the Godz Fringe World performance. Cannot praise the show enough, it was fabulous, the performers delightful, thoroughly enjoyed myself.
9;;Went to fringe world and hit up the silent disco.. so much fun
9;;The square turns into a Pleasure Garden for the Fringe festival between end of Jan and end of Feb. Best place to spend your evenings ever
9;;Nice place and was more entertaining with the Fringe Festival going on....Best time to visit is during the Fringe festival.lots of shows and activities..
9;;Was there for durian fest and Malaysian foods. Not bad. Not bad.
9;;Fringe Festival was amazing. Well set up and lots of entertainment.  Bring cash as a lot have no eftpos.
10;Loved Kings Park and Botanic Gardens;Loved this amazing, peaceful place. Endless choices to spend trekking through the various pathways and locations, learning about the flora of the state, sitting in restaurant and cafe style eateries on-site, or picnicking with family or friends. It is obviously a great meeting place being right in the heart of the city overlooking beautiful vistas of the Swan River and surrounds. Free buses service the area, and there are multiple ways in and out. Perth certainly spends time ensuring the whole park is well-kept and constantly maintained to a world-class standard.
10;A must-visit destination in Australia;It's a beautiful park with winding paths and stunning views of the city. There are also plenty of sculptures and playgrounds for kids to enjoy. The gift shop is full of souvenirs and gifts to take home. It's a perfect place to spend a day outdoors with family and friends. Highly recommended!
10;The best botanical gardens in Australia;These gardens are truly amazing. So well organised and full of plants that are local to Western Australia but found in many other parts of Australia. Spectacular views over Perth. Be careful about using the scooters as they have limitations in this area and won’t work in a large part of the park
10;A great place to relax;A stunning outdoor space with vast lawns, winding paths, playgrounds and a café. It's a great place to explore nature, get some exercise, or just relax and take in the views. The café is a great spot for a bite to eat or a hot drink, and the playgrounds are great for kids. Highly recommended!
10;Nice to visit;It has interactive displays, a café, tranquil lakes and an amphitheatre. The park is a great place to relax and explore nature. There are many walks and trails to explore, and the views are spectacular. The café is a great place to stop and have a bite to eat. The amphitheatre is a great spot to watch performances and enjoy the outdoors. The interactive displays are great for kids and adults alike. All in all, Kings Park and Botanic Garden is a great place to explore and relax.
10;Breath taking Kings Park Perth;Breath taking, glorious, spectacular is what you can bring to mind when entering and wandering this massive inviting Park. Perth city proper overlooking the majestic Swan River is the panoramic view you observe from ground level of this finest Park as the name implies. One visit will not be enough as you know a return to the Kings is a must.
10;careful with little ones on the path lined with shards;Vast and interesting to explore however our little one tripped on the path which is mixed in with shards of metal or something which sliced up his knees awful. It caught on his shoe tripping him.
10;Beautiful gardens;Beautiful gardens - we spent a really pleasant few hours strolling through - everything's so well maintained. Great views over the water to the city. If you're in the area, I would certainly recommend visiting.
10;Probably the best location to view the water and the city;Beautifully kept garden with a vast variety of native flora species. The views over the water are some of the best in Perth. Immaculately maintained (to a significant extent, by hard-working and friendly volunteers)! There was also a very nice cafe/coffee shop and gift shop. Very impressed!
10;The best park by far that I have ever visited.;10 out of 10 for its location, the views, the cleanliness, the facilities and the sheer beauty of the place. I could live there.
10;;
11;Lovely family park;Only five minutes drive from Perth City. Lovely to visit for a picnic or photography pictures . A lovely lake with Birdlife. Trees are very beautiful look forward to see them in the Autumn.
11;Walk along the lakes;We brought some lunch to have a picnic here since it was a nice day. We ate near the water playground area just by the grassy bank. The park was quite large and fairly busy, particularly the playground. I enjoyed walking along the two lakes of the park, watching the birds swimming about as well as people watching for a bit. There were also a few information boards around the park talking about the history or the animals in the park. It was nice to wander around and rest on grassy patches or benches when required. It was a nice park to visit with nice views and quite a nice atmosphere of everyone enjoying themselves. Definitely worth bringing things over for a picnic.
11;Beautiful shady Park;Grab a coffee from chu bakery across the road and then go for a walk around this place such a nice way to spend the day highly recommended
11;An oasis of shade in the summer;Having visited this park in the summer, what we were very pleased with was the presence of large, tall trees which, in addition to being beautiful, guarantee a situation of widespread shade over a large part of the green area. A very welcome situation on Perth's hot summer days. These are introduced trees such as plane trees, Port Jackson and Moreton Bay figs, and pines, all of which are large in size. Located in the suburb of Highgate, this park is surrounded by streets where there are many parking spaces although many are limited to 2 or 3 parking hours. There are public toilets, benches, fitness equipment, gazebos, tables and barbeques and a playground (this is the only part of the park where a little more shade would be needed). There is a sealed walking path around the small lake which is divided into two basins each of which with an islet in the middle. In consideration of the fact that this park is very popular and busy, the two islets provide an adequate refuge for the local fauna consisting of birds and southwestern snake-necked turtles. During our visit there were two ice cream and coffee vans where we bought cold slushes. Definitely a very nice and well managed park that is worth a visit especially in summer.
11;Great spot;Nice park. Well laid out. Easy to take a stroll around. Fairly popular on a very ordinary winters day. Looks like lots for kids to do. Also provided some fitness equipment. Be sure to look out for the chessboard sculpture. No litter. Parking quite east when we came here.
11;Lovely surroundings;Love love love! Very lovely surrounding and all a short distance to the city. There are also ice cream vans and coffee to keep you going
11;Great for a picnic or a stroll on a sunny day;Hyde park is only just out of the City - a 15-29 minute walk from the CBD. It is hardly large, but for locals an visitors alike it has very nice grounds and gardens. Kids can play in the playground, there are BBQs and plenty of space to put down a picnic blanket. Sort of old fashioned, yet quite a lot of families and young people also enjoy this space.
11;Best place to spend a day out;If you are ever stressed in Perth come here Use the barbecues bring a few beers and the footy and then everything is alright
11;Inner city park with an abundance of foliage;Perth has a Mediterranean climate -- cool winters and summer drought, so It is a difficult climate to cultivate European trees. Hyde Park with its groves of European plants is quite special. Hyde Park's inner city location is a well-known venue for weddings and other gatherings. The annual Hyde Park Fair is a free, long-running community event, held annually.
11;Married here, best park in Perth;Best park in Perth by far, offers shade, a water playgrounds as well as two other playgrounds for children, barbecue facilities as well as being located close to the CBD.
12;Rather Ordinary;Although this is a large airy building it rather lacks something. The Indigenous exhibition. You also are not allowed to take in the smallest handbags even though mine was only big enough for my phone and purse. Hey ho I can deal with that what I cannot tolerate are rude and surly members of staff.
